SupportTicketID,CustomerID,DateCreated,DateCompleted,Escalated,Theme,Theme_Desc,Text,Sentiment,Process Time
22940,10009869,2018-05-28,2018-01-06,0,speed,consider the delivery speed.,"Is there a way for you to give me the contact information of the delivery person. I am getting ready to leave town, I want to coordinate delivery time with him/her.",neutral,-142
28875,10012367,2018-10-06,2018-06-15,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Is there a way I can price match the memory foam mattress topper?,neutral,-113
78145,10033154,2018-04-05,2018-06-05,0,features,"product features, website features, checkout features",Is there a way to save my favorite products?,positive,61
2030,10000872,2018-11-19,2018-11-19,0,speed,consider the delivery speed.,Is there a way to speed up horse cart delivery? It really isn't optimal.,negative,0
93383,10039796,2018-05-05,2018-08-05,0,reliability,"product reliability, website reliability, delivery reliability",Is there a way where I can buy insurrance for the donkeys? I feel like they are getting sick,negative,92
40237,10017109,2018-04-09,2018-08-09,0,speed,consider the delivery speed.,Is there an estimated delivery time. It would be nice to know when to expect it. ,positive,122
43754,10018558,2018-08-16,2018-08-20,0,speed,consider the delivery speed.,Is there an option for expedided shipping for my package? ,neutral,4
30484,10013028,2018-07-13,2018-07-13,1,services,"delivery services, installation services, account services, payment services, or lack there of","It says my order was delivered, but I don't see it anywhere. Can I get a refund?",negative,0
85477,10036373,2018-11-29,2018-03-12,0,speed,consider the delivery speed.,it took 15 days for my kettle chips to arrive. IT IS WAY TOO SLOW!!,negative,-262
45587,10019287,2018-01-07,2018-05-07,0,speed,consider the delivery speed.,"It took way too long to get my appliances delivered to my house! I'm so upset, I wanted them before my dinner party!",negative,120
50050,10021164,2018-09-22,2018-09-22,0,speed,consider the delivery speed.,It was delivered earlier than expected which is unheard off these days. I just want to make sure there is no mistake and this is my order.,mixed,0
126274,10045151,2018-11-24,2018-11-29,0,speed,consider the delivery speed.,It would be great if you guys offered 2-day shipping.,positive,5
9584,10004127,2018-10-08,2018-12-08,0,reliability,"product reliability, website reliability, delivery reliability",It's impossible to use your website on my phone. My cart is missing even though I've added things to it.,negative,61
55126,10023305,2018-06-25,2018-06-28,0,design,"product design, website design",It's so difficult to complete my order. The layout is soooo confusing.,negative,3
125128,10044973,2018-02-11,2018-11-11,1,services,"delivery services, installation services, account services, payment services, or lack there of",I've been waiting ages for my laptop to arrive to a point it's affecting my work.,neutral,273
102040,10041267,2018-09-18,2018-09-23,0,speed,consider the delivery speed.,I've been waiting for my delivery for 7 months! I could have built it by hand if I wanted it to take so long,neutral,5
86805,10036954,2018-11-28,2018-11-28,0,speed,consider the delivery speed.,I've been waiting for the delivery for a few extra days.,neutral,0
57587,10024330,2018-05-08,2018-09-08,0,speed,consider the delivery speed.,"I've been waiting way too long for the cat food I ordered, my cat has been starving for days.",negative,123
62931,10026597,2018-08-16,2018-08-20,0,support,"tech support, customer support, product support",I've had to contact you a hundred times this week. Why can't I get a straight answer from someone about my problem?,negative,4
94761,10040102,2018-09-24,2018-09-26,1,reliability,"product reliability, website reliability, delivery reliability","I've ordered this watering can three times and every time, it breaks within a week. What gives?",negative,2
29250,10012509,2018-10-11,2018-11-19,0,security,"consider payment info, login info and pii.","Logging in was always a problem with your website, it always route's to my ex-wife's account.",negative,39
39794,10016909,2018-10-27,2018-10-29,1,other,Just make up something!,Lol I hate your customer service as a whole.,negative,2
105095,10041750,2018-04-09,2018-10-09,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Lowe's offers Black Friday discounts but I don't see any on your site right now. Why?,negative,183
67276,10028448,2018-09-29,2018-01-10,0,reliability,"product reliability, website reliability, delivery reliability","Most of the time, when I thaw food in my microwave, it's still frozen, and I can't rely on it.",neutral,-262
55471,10023461,2018-07-30,2018-07-31,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts","Most of your appliances are well-priced, but all of your home décor items are way too costly.  ",negative,1
63902,10026988,2018-08-25,2018-08-26,0,services,"delivery services, installation services, account services, payment services, or lack there of",My account is unable to add payment methods.,neutral,1
89702,10038195,2018-07-05,2018-11-05,0,security,"consider payment info, login info and pii.","My account password isn't working, and for some reason, I'm not getting an email when I click the ""forgot password"" link.  Can you help me reset my password or somehow help me get back into my account?",mixed,123
84696,10036026,2018-05-13,2018-05-13,0,reliability,"product reliability, website reliability, delivery reliability",My coffee maker is super unreliable and normally just makes really watery coffee.  Sometimes it's fine though.  Can I exchange for something more reliable.  Definitely not user error.,mixed,0
227,10000105,2018-04-09,2018-08-09,0,security,"consider payment info, login info and pii.",My credit card company says that there was a fraudulent charge from your website. Can you see if it was made from my account?,negative,122
33098,10014129,2018-08-19,2018-08-20,1,speed,consider the delivery speed.,"My delivery was 2 weeks too late - I get that covid is delaying things, but you should have sent me an email or given me a heads up.",negative,1
19579,10008454,2018-02-06,2018-03-06,0,features,"product features, website features, checkout features","My dishwasher was supposed to have the high temperature drying feature, but I see that it doesn't.  I think I received the wrong model and I need you to check on that for me.",negative,28
72196,10030579,2018-05-16,2018-05-17,0,services,"delivery services, installation services, account services, payment services, or lack there of",My furniture got damaged when the delivery rep assembled it - can you help?,negative,1
103818,10041553,2018-07-10,2018-10-14,0,speed,consider the delivery speed.,My kitchen stove is taking forever to be shipped to me. ,neutral,96
52263,10022104,2018-01-09,2018-05-09,0,other,Just make up something!,My mom said she hated the curtains.  #disappointing,negative,120
65686,10027763,2018-07-08,2018-07-08,0,features,"product features, website features, checkout features","My new Dyson fan is supposed to heat and cool, but the heating feature doesn't work.  Can you send a new one?",negative,0
75199,10031859,2018-11-15,2018-11-15,0,speed,consider the delivery speed.,"My order showed up 1 week late, and I paid for expedited shipping.  Please refund.",neutral,0
25363,10010832,2018-07-31,2018-04-08,1,speed,consider the delivery speed.,My order showed up 2 days too early when I wasn't home. I think someone stole it from my porch. Can I get a refund?,negative,-114
66653,10028154,2018-03-10,2018-03-10,0,services,"delivery services, installation services, account services, payment services, or lack there of",My order status says it's still sitting in the warehouse and hasn't even been shipped yet. Will it ever get to me at this point?,neutral,0
83987,10035701,2018-05-23,2018-05-27,0,services,"delivery services, installation services, account services, payment services, or lack there of",My order was shipped with no assembly instruction. Is there an online guide or can you send me an assembly guide?,negative,4
6049,10002617,2018-11-11,2018-11-15,0,speed,consider the delivery speed.,My package might be missing because it's taken weeks to get here.,negative,4
23545,10010119,2018-10-10,2018-12-10,0,services,"delivery services, installation services, account services, payment services, or lack there of",My package was delivered damage. I want a new unit sent to me and instruction to ship the damaged one back. Who should I talk to about that ?,negative,61
10495,10004558,2018-06-23,2018-06-27,0,security,"consider payment info, login info and pii.",My password doesn't work anymore and I need to reset it. ,neutral,4
12619,10005475,2018-05-30,2018-03-06,1,features,"product features, website features, checkout features","My phone's camera doesn't focus correctly, I'm extremely tilted.",negative,-85
120393,10044213,2018-01-10,2018-08-10,0,speed,consider the delivery speed.,My products still have not arrived.  What is taking so long.  The app says they should have arrived last week.,neutral,212
10926,10004738,2018-01-05,2018-01-05,0,features,"product features, website features, checkout features",My purchase history is not showing my most recents purchases.,neutral,0
50228,10021231,2018-07-25,2018-07-26,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",My receipt says that the discount was not applied. Can I get a partial refund?,neutral,1
53591,10022667,2018-09-05,2018-05-13,0,features,"product features, website features, checkout features",My refrigerator's ice-making feature is broken right out the box.  Please send a new one asap.,negative,-115
90607,10038594,2018-06-10,2018-10-10,1,security,"consider payment info, login info and pii.","My refund is not showing up on my bank account, has it been processed?",negative,122
15784,10006810,2018-10-23,2018-10-24,0,reliability,"product reliability, website reliability, delivery reliability",My ruler broke in half! ,negative,1
12569,10005453,2018-04-10,2018-06-10,0,features,"product features, website features, checkout features",My shelving system is missing a shelf. Can I get one sent to me?,neutral,61
107605,10042154,2018-09-18,2018-09-27,1,speed,consider the delivery speed.,"My shipment has yet to arrive, it's taking much too long.",neutral,9
112180,10042893,2018-09-14,2018-09-23,0,speed,consider the delivery speed.,Not the speediest delivery I've ever had.  You guys were a day late - can I get a refund for paying for priority shipping?,negative,9
125517,10045033,2018-05-21,2018-05-30,0,security,"consider payment info, login info and pii.",Please delete all of my private user information.,neutral,9
16905,10007356,2018-09-14,2018-09-16,0,speed,consider the delivery speed.,Please expedite the shipping of my bookshelf. ,neutral,2
70723,10029944,2018-11-28,2018-11-29,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Please increase the amount of sales and promotions that you have. I want to buy things but they cost too much,negative,1
44011,10018664,2018-02-06,2018-03-06,0,speed,consider the delivery speed.,Please refund my purchase since it has been shipped so late I no longer need it.,negative,28
121097,10044327,2018-05-27,2018-05-06,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Price was way too expensive for the value on this powerdrill,negative,-21
124385,10044862,2018-10-21,2018-10-26,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Really happy with the price of this drill set. Do you offer discounts for a review?,positive,5
69902,10029586,2018-04-11,2018-04-11,0,reliability,"product reliability, website reliability, delivery reliability",Screws keep falling off of my item. I'm very unhappy ,negative,0
71097,10030111,2018-12-08,2018-08-13,0,security,"consider payment info, login info and pii.","shortly after I submitted my order with your website, the same card got multiple fraudulant transaction on them from the same state. I need to talk to a supervisor. ",neutral,-117
56250,10023783,2018-05-15,2018-05-19,0,services,"delivery services, installation services, account services, payment services, or lack there of",Some people were supposed to come to my house but they were no shows. How is my grandma supposed to put up these curtains herself?,neutral,4
57808,10024424,2018-11-15,2018-11-19,0,reliability,"product reliability, website reliability, delivery reliability",Spent hours putting together. I was so excited no mess ups! I put it together with my husband and started putting stuff away. Closet is too small to fit regular hangers. ARE YOU KIDDING ME RIGHT NOW??? ,mixed,4
54637,10023100,2018-05-14,2018-05-15,0,design,"product design, website design","The capacity is bogus, I don't understand the design decision, there is a cabinet that can't really fit anything in it (on the left), and the middle and top holders constantly fight for space.",negative,1
6951,10003008,2018-06-05,2018-06-05,0,features,"product features, website features, checkout features",The checkout button keeps freezing. I have to reselect my cart all over each time. Fix this please!,mixed,0
87030,10037050,2018-12-09,2018-12-09,0,support,"tech support, customer support, product support",The checkout isn't giving me the discount when I input a coupon code.,negative,0
49721,10021035,2018-06-07,2018-07-07,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts","The cost of goods appear to be dynamic or something. When I logged back in to the site, the price of my items in the cart had increased in price.  This is BS!",negative,30
118174,10043863,2018-11-10,2018-10-17,0,security,"consider payment info, login info and pii.",The credit card I inputted is the wrong one. How can I fix it?,mixed,-24
25475,10010874,2018-09-25,2018-09-28,1,design,"product design, website design",The curtain rod doesn't come with ends to keep the curtains from falling off. Who designed this piece of trash?,negative,3
66176,10027961,2018-07-06,2018-08-06,1,services,"delivery services, installation services, account services, payment services, or lack there of","The delivery person was supposed to get my signature, but they left it on my doorstep instead, and my package was stolen.  Can you resend?",negative,31
2751,10001212,2018-11-24,2018-11-30,0,services,"delivery services, installation services, account services, payment services, or lack there of",The deliveryperson did not install my bench correctly. I need it to be fixed ASAP.,negative,6
5214,10002239,2018-09-25,2018-09-29,0,features,"product features, website features, checkout features",The design guide points a connection which doesn't exists on the unit. The device wouldn't be stable without that. ,negative,4
70589,10029883,2018-08-15,2018-08-17,0,design,"product design, website design","The design of the shovel is not good. the head of the shovel keeps coming loose, since the attachment doesn't fasten well.",negative,2
62924,10026592,2018-10-22,2018-10-22,0,features,"product features, website features, checkout features","The donkey needs to have a flying feature, really helps with traffic.",positive,0
24047,10010312,2018-08-28,2018-08-29,1,price,"cost of the goods to customers.  compare to competitors, sales, discounts",The doorknob I received is much cheaper in person than what I paid for it.,negative,1
5466,10002364,2018-08-20,2018-08-21,0,features,"product features, website features, checkout features",The drawer of my wardrobe keeps falling out. It needs something to keep it staying in place.,negative,1
67349,10028473,2018-10-10,2018-11-10,0,design,"product design, website design","The hammer I purchased is supposed to be ergonomic, but when I tried it out, it's obviously not designed to be ergonomic.  This is false advertising!!! I need a refund asap.",negative,31
24418,10010462,2018-07-18,2018-07-19,0,design,"product design, website design",The handle on my shovel is so slippery I can't use it. Did I get a dud? Can I return or exchange it?,negative,1
45433,10019227,2018-08-19,2018-08-23,0,features,"product features, website features, checkout features",The hems of my curtains are falling apart. Can I receive a new set?,negative,4
46014,10019442,2018-09-20,2018-09-20,0,features,"product features, website features, checkout features",the inisde lamp doesn't turn on when the door is open. Is there something wrong with my unit or is this how it is designed?,negative,0
84721,10036036,2018-05-31,2018-02-06,0,services,"delivery services, installation services, account services, payment services, or lack there of",The installation team was prompt and polite.  But they couldn't fix the issue I called for support ,mixed,-114
18053,10007841,2018-07-10,2018-11-10,0,services,"delivery services, installation services, account services, payment services, or lack there of",The installer came into my house and didn't set up the washer how I wanted him to. He was very rude,negative,123
35052,10014907,2018-08-28,2018-08-30,0,services,"delivery services, installation services, account services, payment services, or lack there of","The installer damaged the port to the device.  He was careless during the process, it could have been prevented.  What can you do?",negative,2
1665,10000735,2018-04-07,2018-11-07,0,reliability,"product reliability, website reliability, delivery reliability",The kitchen sink faucet only turns on half the time.  Can you send out a technician?  I'm not sure if your installation folks messed something up or if the hardware is just unreliable.,negative,214
54404,10022987,2018-03-08,2018-03-08,0,design,"product design, website design",The on/off button is located on the side and forces me to move the unit out of its place everytime to turn it on/off. Really bad design decision. ,negative,0
48769,10020623,2018-04-07,2018-07-07,1,features,"product features, website features, checkout features","The online listing said that this multi-tool plier comes with 10 different features, but mine only has 8.",neutral,91
49455,10020905,2018-08-19,2018-08-27,0,speed,consider the delivery speed.,The package was shipped in two separate package. One was received earlier than the other one. They were one day late. ,negative,8
31862,10013566,2018-09-18,2018-09-19,0,other,Just make up something!,The picture that I am uploading to the website to smart shop is not being accepted.,negative,1
51123,10021616,2018-05-22,2018-05-24,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts","The price of your items are ridiculous, why is it that a CPU costs more than a car?",negative,2
59644,10025222,2018-03-06,2018-11-06,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",The prices are right at Tailwind Traders! So much better than local businesses here.,positive,245
33856,10014480,2018-07-21,2018-07-21,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",The prices really aren't fair for the value of your goods.  I'm not buying what you're selling anymore.,negative,0
108760,10042339,2018-10-05,2018-05-19,0,speed,consider the delivery speed.,"The product might be arriving too early where I won't even be home by then, is there a way to schedule for a later delivery date?",negative,-139
123891,10044780,2018-12-09,2018-09-20,0,features,"product features, website features, checkout features",The refrigerator we bought doesn't stay cold enough.  I lost multiple gallons of milk. I need a refund.,negative,-80
56312,10023804,2018-09-29,2018-09-30,0,features,"product features, website features, checkout features",The remote control feature on my AC unit isn't working. Can we have a technician sent out?,neutral,1
46865,10019770,2018-07-21,2018-07-24,1,services,"delivery services, installation services, account services, payment services, or lack there of","The shipping estimate said the hammer would get here in 2 days, but it's been much longer than that.",neutral,3
380,10000178,2018-07-22,2018-07-22,0,features,"product features, website features, checkout features","The sink I just bought has a lot of scratches, can I return it?",neutral,0
79415,10033745,2018-10-26,2018-10-28,0,features,"product features, website features, checkout features","The spout of this watering can keeps breaking, but I still love the design. Can you share with the design team this flaw?",mixed,2
54500,10023036,2018-03-05,2018-04-05,0,speed,consider the delivery speed.,The standard delivery option does not show me when I will recieve my package.,negative,31
47417,10020034,2018-11-17,2018-11-18,1,speed,consider the delivery speed.,The two day shipping actually took four days. It was way too slow.,negative,1
100996,10041105,2018-05-05,2018-11-05,0,speed,consider the delivery speed.,The website says that my order is backordered. When will I get here then? Is there a chance it will get here sooner?,neutral,184
59592,10025204,2018-05-24,2018-05-28,0,design,"product design, website design",The wheels on my wheelbarrow can only move on the road. How on earth am I supposed to use this anywhere else?,neutral,4
9654,10004157,2018-07-27,2018-07-31,0,reliability,"product reliability, website reliability, delivery reliability",The whole purpose of adjustable unit is to fit it into any size. The lowes setting and highest setting has 1.5 inch difference. This is not ADJUSTABLE,neutral,4
54668,10023112,2018-08-19,2018-08-23,0,features,"product features, website features, checkout features",The wooden saw I bought is so dull it can't even do anything. Really disappointed,negative,4
106234,10041924,2018-10-17,2018-10-24,0,features,"product features, website features, checkout features",There are so many steps to complete an order. There's no way for me to know where I am in the process. Can you help?,positive,7
26145,10011193,2018-11-13,2018-11-15,1,services,"delivery services, installation services, account services, payment services, or lack there of",There seem to be a mistake with my order. I ordered one unit and was charged for 4. I want to get a refund for the other 3. ,negative,2
49476,10020919,2018-05-29,2018-04-06,0,features,"product features, website features, checkout features","There should be a fast return option on the website in the future, since your items are generally so garbage.",negative,-53
18184,10007883,2018-06-11,2018-07-11,0,reliability,"product reliability, website reliability, delivery reliability","There was some damage to the box. There were some dings 3 total, and the top left rear faucet mount plate is bent slightly. Also the whole plate is not square so it won't easily sit flush to a wall. Where the legs are substantial, when attached the unit is wobbly. I will find a way to stabilize or attach it to the wall. Several of the weld joints are rough sanded and not polished.†",negative,30
10328,10004477,2018-07-07,2018-09-07,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts","These prices are outrageous.  Even after the coupon and discount, the price of appliances are 25% higher than competitors.",negative,62
24540,10010510,2018-06-08,2018-12-08,0,other,Just make up something!,This app is buggy.,negative,183
4581,10001976,2018-05-31,2018-09-06,0,speed,consider the delivery speed.,This delivery took so long that I no longer need this device. How can I return it?,neutral,98
30894,10013194,2018-11-19,2018-11-19,0,features,"product features, website features, checkout features",This drill only comes with one function. I thought it came with more. What am I supposed to do with this if it can't do much? Please respond asap,neutral,0
9000,10003898,2018-08-31,2018-02-09,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",This watering can is cute but the price looks like an error.,negative,-203
2595,10001135,2018-01-11,2018-01-11,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts","Too expensive for the quality of materials they have used, I want to return this product. ",negative,0
121111,10044329,2018-05-30,2018-05-06,0,speed,consider the delivery speed.,Very content with the delivery speed. Perfect timing!,positive,-24
32767,10013971,2018-10-25,2018-10-28,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Very unhappy with how much I paid for this garden gnome based on how it looks upon arrival.,negative,3
25307,10010812,2018-04-05,2018-07-05,0,speed,consider the delivery speed.,What are the charges for the different delivery methods?,neutral,91
41805,10017754,2018-04-06,2018-05-06,0,other,Just make up something!,What are the companys protection plans for a product?,positive,30
49846,10021079,2018-07-13,2018-07-14,0,features,"product features, website features, checkout features",What are the new features on the Kraus sink?,neutral,1
13922,10006033,2018-05-18,2018-05-18,0,support,"tech support, customer support, product support",What email can I reach tech support at?,neutral,0
113876,10043175,2018-11-28,2018-07-12,0,security,"consider payment info, login info and pii.",What forms of payment do you accept?,neutral,-139
77223,10032723,2018-11-06,2018-06-15,1,speed,consider the delivery speed.,What is your usual shipping timeline?,neutral,-144
14852,10006398,2018-07-11,2018-11-13,0,services,"delivery services, installation services, account services, payment services, or lack there of",What number can I call to have the new bathtub I bought installed?,neutral,125
63287,10026750,2018-05-28,2018-05-29,0,security,"consider payment info, login info and pii.","When I created an account, my password was not encrypted. I'm concerned for security of my private information.",negative,1
38297,10016297,2018-01-11,2018-05-11,0,security,"consider payment info, login info and pii.","When I logged back into the site, my credit card info was still stored in the application.  I requested for it not to. Please fix this!",neutral,120
73458,10031125,2018-06-30,2018-06-30,0,reliability,"product reliability, website reliability, delivery reliability","When I recieved my wine glass, I received a box of shards, can I get a refund? I'd also like to file a lawsuit.",negative,0
110108,10042559,2018-11-20,2018-11-25,0,speed,consider the delivery speed.,When is my new dresser arriving? Where am I supposed to look for updates?,neutral,5
43646,10018520,2018-07-26,2018-02-08,0,speed,consider the delivery speed.,When is my order going to be delivered? I didn't get a tracking number,neutral,-168
71066,10030095,2018-05-30,2018-05-31,0,reliability,"product reliability, website reliability, delivery reliability","When the products arrived, the glass was shattered.  It arrived on time, but broken.  that's not what I paid for.",negative,1
5004,10002154,2018-11-05,2018-05-15,0,features,"product features, website features, checkout features",When will you be getting the latest model of tables? My current one is outdated and I need the new things,negative,-174
52172,10022074,2018-04-11,2018-08-11,0,features,"product features, website features, checkout features",Where can I find the FAQ on your website?,neutral,122
87857,10037411,2018-05-20,2018-05-28,0,features,"product features, website features, checkout features",Where can I insert my coupons when I am checking out all my items from the cart?,neutral,8
49096,10020755,2018-10-09,2018-09-14,0,features,"product features, website features, checkout features",Where can I locate the special and offers on the website?,neutral,-25
33180,10014155,2018-05-27,2018-05-31,0,features,"product features, website features, checkout features",Where on the online site can I view details on your return policy?,neutral,4
72722,10030812,2018-12-05,2018-05-16,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",While the cost of this good is cheaper here than anywhere else the shipping is twice as much! I'll be taking my business to Amazon,positive,-203
30639,10013092,2018-09-27,2018-09-28,0,design,"product design, website design",Why am I unable to view the different colors of a certain product on the website when I click on it?,negative,1
27278,10011688,2018-07-15,2018-07-15,0,speed,consider the delivery speed.,Why hasn't my lipstick been shipped out yet? Did someone eat it?,neutral,0
67898,10028692,2018-09-29,2018-03-10,0,speed,consider the delivery speed.,Why is it called guaranteed delivery date if it wasn't guaranteed in the first place?,negative,-203
124225,10044835,2018-05-11,2018-11-11,0,reliability,"product reliability, website reliability, delivery reliability",Why is it that I can use the phone i bought from you guys for 7 days and have it repaired 7 times?,neutral,184
3178,10001405,2018-11-15,2018-11-15,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Why is this lamp $350?  Are there diamonds or something in it?  My mom bought it but she got ripped off - need to initiate a return stat.,negative,0
61104,10025840,2018-06-13,2018-06-14,0,speed,consider the delivery speed.,Why is your shipping process so long? It's been taking forever to order a simple drill.,neutral,1
11039,10004787,2018-06-25,2018-06-30,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Will the black friday deals be applied to every product on the store or only particular products?,neutral,5
69079,10029243,2018-03-06,2018-08-06,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Will there be a price drop on the white door during the holiday season?,neutral,153
111871,10042842,2018-09-17,2018-09-20,0,services,"delivery services, installation services, account services, payment services, or lack there of","Would be nice if installing the monitor stand of your website did not entail breaking down an entire wall, now that you've done that, I've quite literally gotten cancer.",negative,3
86589,10036857,2018-06-09,2018-07-09,0,reliability,"product reliability, website reliability, delivery reliability",Wow this product is super dependable! I've used it for 25 years and it keeps working,positive,30
55890,10023647,2018-09-22,2018-09-26,1,speed,consider the delivery speed.,"Wow, I have no idea where my package is or even if it is ever getting here. Never ordering from you again.",mixed,4
49277,10020822,2018-06-14,2018-06-17,0,support,"tech support, customer support, product support","Wow, I tried to get someone to fix my monitor but no one would come and I would hear from nobody.",positive,3
88601,10037698,2018-09-09,2018-11-09,1,security,"consider payment info, login info and pii.",You just sent me a confirmation email with my whole credit card number exposed!!! What if someone hacked my email? ,negative,61
30935,10013210,2018-09-25,2018-09-26,0,design,"product design, website design","You know , I like the device and I will buy again but I hope that you guys offer design variation. ",positive,1
20093,10008685,2018-10-06,2018-06-19,0,other,Just make up something!,You sent the wrong product. Make it right1,mixed,-109
54298,10022955,2018-09-16,2018-09-20,0,reliability,"product reliability, website reliability, delivery reliability",You website is a blackhole. I just submitted my order and now there is no evidence of me ordering anything. ,neutral,4
78473,10033315,2018-11-22,2018-11-23,0,features,"product features, website features, checkout features",Your checkout made me go through the same process like ten times. So frustrating.,negative,1
34289,10014615,2018-07-26,2018-07-28,0,services,"delivery services, installation services, account services, payment services, or lack there of","Your delivery guy was supposed to come during a 4 hour window, and I stayed home from work today so that I could receive the delivery! They were like 5 hours late, which was a massive waste of my time.  You need to take the delivery service fee off my balance.",negative,2
1608,10000707,2018-12-06,2018-12-06,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Your homepage says that all garden supplies are 25% off but I don't see the discount. Is it still applicable?,negative,0
46128,10019475,2018-07-30,2018-07-08,0,speed,consider the delivery speed.,Your shipping process moves at evolutionary speed.  It's been like 8 weeks - what's happening?,neutral,-22
31388,10013376,2018-04-11,2018-05-11,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Your slogan says you will match your competitors price.  I found the exact product for a cheaper price at another site.  How do I get the price match guarantee promised?,neutral,30
83188,10035357,2018-11-15,2018-11-16,0,price,"cost of the goods to customers.  compare to competitors, sales, discounts",Your stores have inconsistent pricing.,negative,1
45729,10019335,2018-06-29,2018-06-29,0,security,"consider payment info, login info and pii.",Your user community page is showing my fulll name which I didn't consent to it. How can I add a profile name different than my real name ?,neutral,0
67889,10028684,2018-11-20,2018-11-21,0,reliability,"product reliability, website reliability, delivery reliability",your website doesn't have all of the inventory you carry. I have to call everytime to order what I need because it is not listed on the website. ,neutral,1
123579,10044731,2018-09-21,2018-09-30,0,reliability,"product reliability, website reliability, delivery reliability",Your website is super glitchy. It won't let me finish my order.,negative,9
101069,10041114,2018-01-12,2018-06-12,0,reliability,"product reliability, website reliability, delivery reliability",Your website keeps crashing and forgetting everything in my cart. I'm so frusterated,negative,151
73065,10030954,2018-03-06,2018-05-06,0,reliability,"product reliability, website reliability, delivery reliability",Your website keeps crashing on mobile. It sucks.,negative,61
52174,10022074,2018-03-06,2018-03-06,1,features,"product features, website features, checkout features",Your website's check out system bugs when I use a VISA.,neutral,0
29179,10012482,2018-07-14,2018-07-14,0,speed,consider the delivery speed.,,neutral,0
